Row ID,Order ID,Order Date,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2517,CA-2014-128888,11/15/2014,PB-19105,Peter Bühler,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10003001,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,604.656,9,0.2,204.0714
2518,CA-2017-123134,5/2/2017,DW-13585,Dorothy Wardle,Corporate,United States,Westfield,New Jersey,7090,East,FUR-FU-10003975,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93,3,0,12.993
2519,CA-2016-124352,10/15/2016,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-LA-10004559,Labels,Avery 49,20.16,7,0,9.8784
2525,CA-2015-124541,4/6/2015,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10004078,Art,Newell 312,42.048,9,0.2,5.256
2530,CA-2014-108707,10/24/2014,DB-12910,Daniel Byrd,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-PA-10000788,Paper,Xerox 210,10.368,2,0.2,3.6288
2531,CA-2014-111500,8/17/2014,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-PA-10000595,Paper,Xerox 1929,114.2,5,0,52.532
2535,US-2017-117723,8/15/2017,DL-13495,Dionis Lloyd,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10004459,Storage,Tennsco Single-Tier Lockers,1801.632,6,0.2,-337.806
2536,CA-2015-143238,9/6/2015,LO-17170,Lori Olson,Corporate,United States,La Quinta,California,92253,West,TEC-AC-10003499,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32,4,0,18.0648
2537,CA-2015-168746,1/27/2015,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105,East,FUR-CH-10000513,Chairs,High-Back Leather Manager's Chair,181.986,2,0.3,-54.5958
2540,CA-2015-113404,7/16/2015,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10003312,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1348.704,6,0.2,-219.1644
2542,CA-2016-144792,4/30/2016,KD-16615,Ken Dana,Corporate,United States,Scottsdale,Arizona,85254,West,FUR-FU-10002759,Furnishings,12-1/2 Diameter Round Wall Clock,111.888,7,0.2,22.3776
2543,CA-2014-164385,9/26/2014,NB-18580,Nicole Brennan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002191,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952,3,0.2,14.3952
2544,US-2016-114174,9/8/2016,AP-10720,Anne Pryor,Home Office,United States,Malden,Massachusetts,2148,East,FUR-BO-10003450,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",173.94,3,0,13.9152
2546,CA-2017-108070,4/16/2017,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,95123,West,OFF-ST-10004804,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92,4,0,2.0592
2548,US-2015-128090,8/16/2015,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-AR-10002255,Art,Newell 346,2.304,1,0.2,0.2592
2552,CA-2017-101042,11/19/2017,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-10004665,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0,213.6888
2554,CA-2016-155439,9/14/2016,PN-18775,Parhena Norris,Home Office,United States,Columbia,South Carolina,29203,South,OFF-PA-10000029,Paper,Xerox 224,25.92,4,0,12.4416
2555,CA-2016-118626,8/15/2016,JC-15775,John Castell,Consumer,United States,Tallahassee,Florida,32303,South,TEC-PH-10000369,Phones,HTC One Mini,705.544,7,0.2,70.5544
2556,CA-2015-111458,9/26/2015,PF-19165,Philip Fox,Consumer,United States,New York City,New York,10035,East,TEC-AC-10001590,Accessories,Dell Slim USB Multimedia Keyboard,50,2,0,12
2557,US-2016-126844,10/8/2016,BW-11110,Bart Watters,Corporate,United States,Houston,Texas,77070,Central,FUR-FU-10004909,Furnishings,Contemporary Wood/Metal Frame,51.712,8,0.6,-32.32
2558,US-2015-112508,3/24/2015,BP-11185,Ben Peterman,Corporate,United States,Coral Springs,Florida,33065,South,OFF-AP-10002287,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.992,2,0.2,0.5244
2559,CA-2015-147788,5/31/2015,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,West,FUR-BO-10004357,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86,7,0,140.686
2562,CA-2015-144288,12/25/2015,MB-17305,Maria Bertelson,Consumer,United States,Nashville,Tennessee,37211,South,OFF-LA-10003190,Labels,Avery 474,9.216,4,0.2,3.3408
2564,CA-2015-110632,3/17/2015,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10009,East,TEC-AC-10000387,Accessories,KeyTronic KT800P2 - Keyboard - Black,15.02,1,0,2.7036
2566,CA-2017-109589,12/21/2017,BD-11635,Brian Derr,Consumer,United States,Bowling Green,Kentucky,42104,South,TEC-AC-10003116,Accessories,Memorex Froggy Flash Drive 8 GB,71,4,0,27.69
2567,CA-2017-123967,11/1/2017,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226,West,OFF-BI-10001308,Binders,GBC Standard Plastic Binding Systems' Combs,25.12,5,0.2,7.85
2569,CA-2017-148929,9/7/2017,SP-20620,Stefania Perrino,Corporate,United States,New York City,New York,10011,East,OFF-ST-10003282,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08,8,0,133.8624
2570,CA-2017-134404,12/27/2017,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,43055,East,TEC-PH-10000576,Phones,AT&T 1080 Corded phone,164.388,2,0.4,-35.6174
2572,CA-2017-109778,7/16/2017,VM-21685,Valerie Mitchum,Home Office,United States,Woodstock,Illinois,60098,Central,OFF-AR-10003759,Art,"Crayola Anti Dust Chalk, 12/Pack",2.912,2,0.2,0.91
2573,CA-2016-155845,8/12/2016,CM-12235,Chris McAfee,Consumer,United States,Carrollton,Texas,75007,Central,TEC-AC-10004145,Accessories,Logitech diNovo Edge Keyboard,1399.944,7,0.2,52.4979
2574,CA-2017-145128,7/9/2017,SM-20320,Sean Miller,Home Office,United States,Lafayette,Indiana,47905,Central,FUR-FU-10000293,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,5,0,31.587
2575,CA-2014-129091,11/22/2014,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907,South,OFF-EN-10004955,Envelopes,Fashion Color Clasp Envelopes,16.23,3,0,7.9527
2579,US-2014-155502,1/26/2014,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,0,30.7818
2586,CA-2015-121041,11/3/2015,CS-12250,Chris Selesnick,Corporate,United States,Haltom City,Texas,76117,Central,OFF-EN-10001137,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",6.608,2,0.2,2.1476
2587,CA-2017-131695,6/30/2017,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001476,Storage,Steel Personal Filing/Posting Tote,248.57,7,0,67.1139
2589,CA-2016-137729,5/5/2016,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,90004,West,OFF-ST-10001505,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1,0,1.0166
2591,US-2016-115455,9/8/2016,SE-20110,Sanjit Engle,Consumer,United States,Wheeling,Illinois,60090,Central,FUR-FU-10004671,Furnishings,"Executive Impressions 12"" Wall Clock",14.136,2,0.6,-7.7748
2593,CA-2017-128300,11/24/2017,RS-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,29483,South,TEC-PH-10002807,Phones,Motorla HX550 Universal Bluetooth Headset,79.1,2,0,39.55
2595,CA-2017-149048,5/13/2017,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201,Central,OFF-EN-10003296,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,180.96,2,0,81.432
2600,CA-2017-108553,4/23/2017,SK-19990,Sally Knutson,Consumer,United States,New York City,New York,10024,East,OFF-AP-10000026,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,121.94,2,0,35.3626
2602,CA-2016-165848,6/4/2016,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000349,Paper,Easy-staple paper,14.94,3,0,7.0218
2606,CA-2014-112718,12/16/2014,KN-16450,Kean Nguyen,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10000591,Binders,Avery Binder Labels,1.167,1,0.7,-0.8558
2607,CA-2016-154053,3/4/2016,MG-17890,Michael Granlund,Home Office,United States,San Diego,California,92024,West,OFF-AR-10003727,Art,Berol Giant Pencil Sharpener,16.99,1,0,4.9271
2608,CA-2014-127446,11/25/2014,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,TEC-AC-10001635,Accessories,KeyTronic KT400U2 - Keyboard - Black,24.672,3,0.2,0
2614,CA-2016-137204,4/28/2016,BO-11350,Bill Overfelt,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10002304,Chairs,"Global Stack Chair without Arms, Black",41.568,2,0.2,2.598
2615,CA-2014-147298,4/26/2014,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10004886,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028
2617,CA-2017-147942,4/1/2017,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10003663,Labels,Avery 498,5.78,2,0,2.7166
2619,CA-2017-115931,12/22/2017,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,OFF-AR-10000369,Art,Design Ebony Sketching Pencil,4.17,3,0,1.0842
2623,CA-2014-164861,12/3/2014,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116,Central,OFF-PA-10001972,Paper,Xerox 214,25.92,4,0,12.4416
2624,CA-2017-127180,10/22/2017,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,TEC-CO-10004722,Copiers,Canon imageCLASS 2200 Advanced Copier,11199.968,4,0.2,3919.9888
2628,US-2017-165344,11/13/2017,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,TEC-AC-10002399,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,60.864,4,0.2,9.1296
2631,CA-2015-168186,9/10/2015,AB-10150,Aimee Bixby,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-PA-10000477,Paper,Xerox 1952,14.94,3,0,7.0218
2632,US-2017-110604,5/15/2017,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10000076,Furnishings,24-Hour Round Wall Clock,39.96,2,0,17.1828
2635,CA-2015-116750,7/5/2015,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10003829,Furnishings,Stackable Trays,4.928,2,0.2,0.7392
2637,CA-2015-162369,8/15/2015,TT-21265,Tim Taslimi,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10000046,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0,61.389
2638,CA-2017-108441,6/12/2017,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000697,Paper,"TOPS Voice Message Log Book, Flash Format",19.04,4,0,9.3296
2642,CA-2015-169740,2/20/2015,LM-17065,Liz MacKendrick,Consumer,United States,Hot Springs,Arkansas,71901,South,TEC-AC-10000927,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,29.99,1,0,2.999
2643,CA-2016-124051,12/29/2016,KA-16525,Kelly Andreada,Consumer,United States,Aurora,Illinois,60505,Central,OFF-PA-10001289,Paper,White Computer Printout Paper by Universal,186.048,6,0.2,67.4424
2644,CA-2016-149111,4/17/2016,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10003092,Phones,Motorola L804,36.792,1,0.2,4.1391
2646,CA-2014-131002,9/7/2014,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10004270,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,3,0,23.6529
2651,US-2016-146794,9/26/2016,SH-19975,Sally Hughsby,Corporate,United States,Hesperia,California,92345,West,FUR-BO-10004467,Bookcases,Bestar Classic Bookcase,424.9575,5,0.15,19.998
2652,CA-2017-112515,9/17/2017,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-BI-10000829,Binders,Avery Non-Stick Binders,10.776,3,0.2,3.5022
2659,CA-2016-150343,8/16/2016,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94110,West,OFF-EN-10004030,Envelopes,Convenience Packs of Business Envelopes,10.86,3,0,5.1042
2660,CA-2015-135538,12/24/2015,HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,85234,West,FUR-CH-10004287,Chairs,SAFCO Arco Folding Chair,883.84,4,0.2,99.432
2661,CA-2017-123372,11/28/2017,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002834,Phones,Google Nexus 5,1979.89,11,0,494.9725
2663,CA-2017-159604,4/14/2017,CL-12700,Craig Leslie,Home Office,United States,Springfield,Missouri,65807,Central,OFF-BI-10003460,Binders,Acco 3-Hole Punch,8.76,2,0,4.2048
2664,CA-2016-164784,5/1/2016,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-LA-10001569,Labels,Avery 499,3.984,1,0.2,1.2948
2667,CA-2016-111794,10/1/2016,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,TEC-AC-10003832,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,3,0.2,20.8719
2669,US-2015-139759,8/25/2015,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,FUR-CH-10002774,Chairs,"Global Deluxe Stacking Chair, Gray",40.784,1,0.2,4.5882
2671,CA-2014-126403,9/9/2014,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10001144,Paper,Xerox 1913,166.44,3,0,79.8912
2675,CA-2017-136875,12/3/2017,TC-21295,Toby Carlisle,Consumer,United States,San Diego,California,92024,West,OFF-PA-10000357,Paper,Xerox 1888,166.44,3,0,79.8912
2676,CA-2017-132185,11/27/2017,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,OFF-AR-10000422,Art,Pencil and Crayon Sharpener,8.76,5,0.2,0.7665
2678,US-2014-160780,6/21/2014,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,OFF-BI-10001116,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,7,0.7,-8.1312
2680,CA-2017-127026,1/21/2017,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,OFF-BI-10000546,Binders,Avery Durable Binders,14.4,5,0,7.056
2685,CA-2017-137085,6/29/2017,CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10000632,Binders,Satellite Sectional Post Binders,312.552,9,0.2,101.5794
2686,CA-2016-133123,9/6/2016,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-EN-10003055,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952,3,0.2,29.985
2688,US-2016-128195,8/4/2016,RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,61604,Central,OFF-BI-10002003,Binders,Ibico Presentation Index for Binding Systems,3.98,5,0.8,-6.567
2689,CA-2015-153220,11/12/2015,YC-21895,Yoseph Carroll,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003016,Paper,"Adams ""While You Were Out"" Message Pads",15.7,5,0,7.065
2690,CA-2014-123064,6/30/2014,RA-19915,Russell Applegate,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10004582,Art,BIC Brite Liner Grip Highlighters,5.248,4,0.2,1.64
2691,CA-2017-156412,12/4/2017,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004364,Binders,Storex Dura Pro Binders,5.346,3,0.7,-4.455
2692,US-2016-144211,8/28/2016,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112,West,OFF-PA-10002246,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,3,0.2,5.6115
2694,CA-2016-138079,1/22/2016,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,98115,West,FUR-FU-10001475,Furnishings,"Contract Clock, 14"", Brown",109.9,5,0,37.366
2695,CA-2014-143182,10/15/2014,DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012,South,FUR-FU-10004270,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384,1,0.2,4.0383
2696,CA-2016-161662,2/7/2016,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10003465,Paper,Xerox 1912,30.352,2,0.2,10.6232
2697,CA-2014-145317,3/18/2014,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,TEC-MA-10003626,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,821.3,4,0.5,-16.426
2704,CA-2014-143413,5/24/2014,RP-19390,Resi Pölking,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10002319,Paper,Xerox 1944,116.28,3,0,56.9772
2705,CA-2017-156818,7/11/2017,JD-16015,Joy Daniels,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002323,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.6,6,0,17.238
2706,CA-2017-155873,6/16/2017,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West,OFF-SU-10001165,Supplies,Acme Elite Stainless Steel Scissors,16.68,2,0,4.3368
2709,CA-2015-121797,1/30/2015,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10001876,Furnishings,"Computer Room Manger, 14""",227.36,7,0,81.8496
2711,US-2015-120572,12/11/2015,GH-14425,Gary Hwang,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10001098,Binders,Acco D-Ring Binder w/DublLock,12.828,2,0.7,-8.9796
2712,CA-2017-132430,10/9/2017,CP-12085,Cathy Prescott,Corporate,United States,Lakewood,Ohio,44107,East,FUR-FU-10003577,Furnishings,Nu-Dell Leatherette Frames,45.888,4,0.2,9.1776
2713,CA-2017-146031,7/29/2017,GM-14440,Gary McGarr,Consumer,United States,Troy,New York,12180,East,OFF-AR-10002656,Art,Sanford Liquid Accent Highlighters,60.12,9,0,22.2444
2714,CA-2014-110100,4/25/2014,LC-16885,Lena Creighton,Consumer,United States,Wilmington,North Carolina,28403,South,TEC-PH-10004531,Phones,AT&T CL2909,302.376,3,0.2,37.797
2715,CA-2015-103723,12/1/2015,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10003251,Art,Prang Drawing Pencil Set,13.9,5,0,5.56
2716,CA-2014-127187,12/4/2014,CP-12085,Cathy Prescott,Corporate,United States,New York City,New York,10024,East,TEC-PH-10000673,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2,0,62.3904
2717,CA-2017-128475,8/26/2017,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10000158,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0,15.1158
2718,CA-2014-100006,9/7/2014,DK-13375,Dennis Kane,Consumer,United States,New York City,New York,10024,East,TEC-PH-10002075,Phones,AT&T EL51110 DECT,377.97,3,0,109.6113
2719,CA-2017-144827,12/21/2017,SE-20110,Sanjit Engle,Consumer,United States,Costa Mesa,California,92627,West,OFF-ST-10004340,Storage,"Fellowes Mobile File Cart, Black",124.36,2,0,33.5772
2720,CA-2014-110030,12/6/2014,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10002759,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856
2721,CA-2014-121286,11/4/2014,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511,South,OFF-FA-10000585,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,3,0.2,2.7222
2723,CA-2016-164735,4/14/2016,TB-21400,Tom Boeckenhauer,Consumer,United States,Alexandria,Virginia,22304,South,OFF-ST-10001558,Storage,Acco Perma 4000 Stacking Storage Drawers,81.2,5,0,12.18
2724,CA-2014-153479,10/4/2014,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West,OFF-LA-10004689,Labels,Avery 512,14.45,5,0,6.7915
2726,CA-2017-149888,11/7/2017,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10003811,Phones,Jabra Supreme Plus Driver Edition Headset,359.97,5,0.4,-71.994
2728,CA-2017-119193,12/22/2017,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,East,OFF-BI-10000848,Binders,Angle-D Ring Binders,1.641,1,0.7,-1.3128
2730,CA-2017-104801,2/13/2017,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10001547,Art,Newell 311,6.63,3,0,1.7901
2733,CA-2014-107594,7/2/2014,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060,East,TEC-PH-10002923,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,2,0,19.9746
2735,CA-2015-129770,2/21/2015,JE-15715,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,88001,West,OFF-PA-10000249,Paper,Easy-staple paper,49.12,4,0,23.0864
2736,CA-2015-115798,11/13/2015,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10003691,Phones,BlackBerry Q10,377.97,3,0,94.4925
2740,CA-2017-122707,4/16/2017,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244,South,OFF-SU-10000157,Supplies,Compact Automatic Electric Letter Opener,477.24,4,0,9.5448
2742,CA-2016-165015,2/25/2016,BD-11725,Bruce Degenhardt,Consumer,United States,Newark,Ohio,43055,East,OFF-EN-10003134,Envelopes,Staple envelope,46.72,5,0.2,17.52
2743,CA-2014-149244,11/4/2014,MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,92037,West,FUR-FU-10004671,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,0,13.4292
2744,CA-2015-140144,6/20/2015,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,FUR-FU-10002253,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64,6,0,100.4796
2746,CA-2017-163321,8/7/2017,FM-14380,Fred McMath,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-AC-10004571,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.992,1,0.2,21.9978
2747,CA-2014-155887,5/12/2014,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,2038,East,FUR-TA-10002228,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,3,0.3,-130.0104
2748,US-2015-165449,11/22/2015,AP-10720,Anne Pryor,Home Office,United States,Frisco,Texas,75034,Central,TEC-AC-10004127,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,27.168,4,0.2,-1.3584
2749,CA-2015-110247,12/4/2015,RH-19555,Ritsa Hightower,Consumer,United States,Tallahassee,Florida,32303,South,OFF-BI-10001553,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,3,0.7,-6.0324
2750,US-2014-141257,6/8/2014,CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10002758,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552,3,0.2,73.194
2751,CA-2014-154669,8/8/2014,TM-21010,Tamara Manning,Consumer,United States,Vacaville,California,95687,West,OFF-ST-10000532,Storage,Advantus Rolling Drawer Organizers,423.28,11,0,110.0528
2752,CA-2014-158029,5/26/2014,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10000988,Chairs,Hon Olson Stacker Stools,225.296,2,0.2,22.5296
2753,CA-2015-155306,4/17/2015,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003251,Art,Prang Drawing Pencil Set,5.56,2,0,2.224
2758,CA-2016-127775,6/11/2016,ES-14020,Erica Smith,Consumer,United States,New York City,New York,10035,East,TEC-AC-10002402,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,0,71.991
2759,CA-2016-146171,3/11/2016,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,FUR-FU-10004270,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",76.92,4,0,31.5372
2761,CA-2014-129574,5/26/2014,Dp-13240,Dean percer,Home Office,United States,Murray,Utah,84107,West,OFF-PA-10002893,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,5,0,23.232
2762,CA-2017-126536,10/12/2017,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94110,West,TEC-AC-10003709,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99,1,0,0.4356
2764,CA-2017-165757,6/22/2017,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003166,Binders,GBC Plasticlear Binding Covers,10.332,3,0.7,-7.5768
2767,CA-2017-167752,1/15/2017,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10000159,Appliances,Belkin F9M820V08 8 Outlet Surge,34.384,1,0.2,3.8682
2769,US-2015-122140,4/2/2015,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220,Central,OFF-AP-10001242,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192,2,0.8,-80.48
2772,CA-2016-163986,9/3/2016,JJ-15445,Jennifer Jackson,Consumer,United States,Waukesha,Wisconsin,53186,Central,OFF-ST-10000918,Storage,Crate-A-Files,54.5,5,0,14.17
2773,CA-2017-158967,12/10/2017,BT-11680,Brian Thompson,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-FU-10001940,Furnishings,Staple-based wall hangings,19.104,3,0.2,5.7312
2774,CA-2016-131576,11/22/2016,RD-19585,Rob Dowd,Consumer,United States,Detroit,Michigan,48205,Central,OFF-BI-10002852,Binders,Ibico Standard Transparent Covers,49.44,3,0,24.2256
2775,CA-2017-143455,11/11/2017,ML-17755,Max Ludwig,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10004451,Paper,Xerox 222,10.368,2,0.2,3.6288
2776,CA-2016-144729,10/21/2016,JE-15745,Joel Eaton,Consumer,United States,San Diego,California,92037,West,OFF-ST-10004804,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,0,1.5444
